node_id,activation_time_ms
1719,170.4054
1720,151.3638
1721,171.1044
1722,146.0190
1723,168.4279
1724,169.4391
1725,172.2608
1726,150.4424
1727,138.4225
1728,159.6751
1729,159.9966
1730,168.3491
1731,148.6913
1732,167.7003
1733,172.4062
1734,167.4046
1735,154.6957
1736,162.3313
1737,168.0084
1738,156.3509
1739,148.0826
1740,159.2754
1741,166.4302
1742,158.0025
1743,156.8145
1744,150.3426
1745,164.9647
1746,143.8623
1747,150.5876
1748,136.0996
1749,166.4321
1750,159.2695
1751,163.8757
1752,158.8675
1753,164.7904
1754,146.3829
1755,143.7527
1756,165.7895
1757,149.3474
1758,158.2413
1759,174.2392
1760,140.5251
1761,163.4165
1762,166.9540
1763,145.7799
1764,151.3490
1765,173.2358
1766,162.8324
1767,165.1281
1768,166.8731
1769,174.3786
1770,150.9479
1771,165.8230
1772,154.9504
1773,171.2637
1774,148.1760
1775,164.4094
1776,153.2539
1777,152.0414
1778,168.2883
1779,140.1702
1780,173.5531
1781,168.8429
1782,166.7807
1783,158.0022
1784,147.8332
1785,154.1742
1786,161.0690
1787,147.5205
1788,168.2882
1789,149.3401
1790,164.1090
1791,145.9805
1792,166.6947
1793,152.1179
1794,156.7671
1795,151.9916
1796,146.4345
1797,179.8243
1798,168.5611
1799,171.0866
1800,170.2336
1801,156.9567
1802,156.3908
1803,165.2065
1804,149.9332
1805,156.2027
1806,164.1977
1807,147.1386
1808,141.7857
1809,149.4473
1810,166.8503
1811,148.5955
1812,162.9146
1813,143.3613
1814,152.4652
1815,160.0212
1816,140.0947
1817,149.7133
1818,144.5335
1819,174.8066
1820,163.2427
1821,162.8015
1822,144.5354
1823,144.7458
1824,155.9692
1825,151.9319
1826,171.9647
1827,140.7692
1828,149.9697
1829,178.3098
1830,153.7568
1831,163.4613
1832,174.6446
1833,163.7037
1834,147.0346
1835,155.0265
1836,147.6568
1837,153.0673
1838,160.6177
1839,168.3433
1840,177.6762
1841,146.3237
1842,169.2736
1843,152.5727
1844,169.4058
1845,163.2321
1846,144.2346
1847,162.3557
1848,163.0050
1849,157.3051
1850,168.8711
1851,156.5873
1852,151.6052
1853,143.4497
1854,147.3840
1855,175.8813
1856,151.0682
1857,168.3468
1858,177.1152
1859,170.8324
1860,159.1656
1861,155.3111
1862,162.9331
