2.402799999999999869e+01,2.707899999999999974e+00,1.898100000000000165e+01
-1.041099999999999959e+01,4.834999999999999964e+00,2.362900000000000134e+01
1.655399999999999849e+01,2.519600000000000062e+00,-2.121799999999999997e+01
-1.082399999999999984e+01,2.054300000000000015e+00,-1.693499999999999872e+01
2.178399999999999892e+00,-3.382400000000000073e+00,4.871000000000000441e+00
5.913000000000000256e+00,-3.682100000000000151e+00,3.747900000000000009e+00
8.597500000000000142e+00,-3.803100000000000147e+00,1.718699999999999894e+00
1.102899999999999991e+01,-3.698399999999999910e+00,-6.500899999999999457e-01
1.953500000000000014e+01,1.460900000000000087e+00,-1.312500000000000056e-01
2.134400000000000119e+01,8.943400000000000460e+00,4.491500000000000270e+00
